user_id,register_days,product_count,report_count,avg_reply_time,credit_score,is_violation
159,1,1,1,0.1,86,0
160,232,0,2,19.2,120,0
161,120,3,0,19.5,104,0
162,63,0,0,0.1,79,0
163,289,13,0,8.1,95,0
164,268,6,0,1.5,83,0
165,205,2,0,0.1,97,0
166,151,1,0,1.9,94,0
167,250,7,2,13.4,104,0
168,127,1,0,7.1,103,0
169,156,0,0,0.1,95,0
170,45,9,5,11.1,84,0
171,122,1,8,5.3,92,0
172,149,2,0,0.1,87,0
173,291,0,0,6.1,107,0
174,136,2,9,13.6,97,1
175,178,1,0,0.1,95,0
176,115,1,2,15.1,93,0
177,306,0,0,15.5,91,0
178,274,6,0,2.0,88,0
179,347,6,0,9.5,103,0
180,150,4,0,5.7,99,0
181,1,1,0,17.0,80,0
182,243,2,0,15.4,87,0
183,44,4,0,0.1,96,0
184,205,4,0,7.0,109,0
185,209,2,0,5.4,101,0
186,267,1,0,9.8,106,0
187,333,0,0,15.3,96,0
188,241,0,2,0.1,81,0
189,154,4,0,12.5,99,0
190,523,1,0,0.1,90,0
191,350,2,0,18.1,83,0
192,264,1,0,1.8,94,0
193,28,0,1,2.6,93,0
194,247,1,0,5.3,98,0
195,272,3,0,4.3,89,0
196,144,9,1,6.9,52,1
197,80,5,0,0.1,89,0
198,108,2,0,5.1,98,0
199,51,3,0,9.4,112,0
200,1,1,0,0.1,96,0
201,261,3,1,9.8,109,0
202,102,0,0,12.8,86,0
203,76,3,6,11.5,105,0
204,62,3,0,15.5,84,0
205,99,0,0,12.0,95,0
206,83,4,2,0.1,116,0
207,135,2,2,9.3,89,0
208,297,3,0,2.4,91,0
209,173,7,0,0.1,98,0
210,74,15,0,4.1,39,1
211,1,5,0,9.3,101,0
212,328,7,0,25.1,99,0
213,283,4,0,6.8,106,0
214,39,0,0,0.9,84,0
215,302,1,0,21.6,90,0
216,25,1,0,12.6,93,0
217,229,1,0,18.1,105,0
218,304,15,1,4.3,102,0
219,106,2,0,13.1,93,0
220,118,3,0,0.1,92,0
221,16,5,10,12.6,102,1
222,326,2,0,4.5,102,0
223,200,5,0,0.1,78,0
224,292,0,0,11.2,110,0
225,171,3,0,8.1,87,0
226,66,0,0,8.6,86,0
227,66,31,0,0.1,108,0
228,1,2,0,7.8,100,0
229,181,5,0,12.2,109,0
230,192,0,0,0.1,101,0
231,150,9,0,0.1,98,0
232,231,3,0,0.1,97,0
233,197,8,0,11.9,106,0
234,252,3,0,10.2,102,0
235,240,0,2,9.6,83,0
236,258,4,0,6.0,95,0
237,292,3,2,9.7,40,1
238,291,15,0,13.8,94,0
239,277,4,0,1.7,100,0
240,314,5,0,12.7,96,0
241,37,1,0,3.3,94,0
242,121,2,1,6.2,98,0
243,10,1,9,9.9,99,0
244,414,2,2,0.1,86,0
245,200,2,0,22.3,81,0
246,73,4,0,0.1,106,0
247,1,1,0,4.1,98,0
248,414,2,0,0.1,101,0
249,176,2,0,13.2,104,0
250,217,0,1,0.1,97,0
251,200,13,2,5.6,89,0
252,3,1,0,0.1,98,0
253,22,6,0,18.8,97,0
254,279,24,10,15.7,89,1
255,241,7,0,11.9,94,0
256,402,4,0,7.4,89,0
257,1,4,0,7.3,108,0
258,119,2,0,5.7,93,0
259,63,3,0,13.9,53,1
260,174,1,0,10.6,81,0
261,228,0,0,4.0,93,0
262,299,2,1,1.4,112,0
263,353,35,0,5.4,60,0
264,304,6,1,20.2,81,0
265,329,1,0,0.1,80,0
266,133,7,5,0.1,86,0
267,141,1,0,7.9,86,0
268,355,17,0,8.6,94,0
269,237,12,0,0.1,50,1
270,551,1,0,1.0,81,0
271,22,0,0,0.1,94,0
272,75,0,0,5.5,100,0
273,35,0,0,9.2,90,0
274,285,1,1,1.6,92,0
275,245,0,0,11.2,101,0
276,222,3,0,11.3,100,0
277,97,1,1,15.7,82,0
278,68,0,0,4.9,80,0
279,201,6,1,0.1,80,0
280,128,12,0,0.1,98,0
281,269,2,0,0.1,91,0
282,1,18,0,0.1,94,1
283,1,9,0,2.2,96,0
284,5,4,8,13.0,93,1
285,223,5,0,8.3,87,0
286,275,4,2,12.6,101,0
287,392,1,0,18.7,84,0
288,199,1,1,13.3,96,0
289,265,2,0,0.1,77,0
290,230,0,0,4.7,74,0
291,169,1,0,6.3,98,0
292,38,0,0,0.1,96,0
293,88,1,0,11.1,102,0
294,1,4,0,11.7,101,0
295,56,2,0,12.9,100,0
296,148,1,1,19.1,76,0
297,219,4,0,13.4,89,0
298,205,6,0,7.0,103,0
299,1,2,0,0.5,107,0
300,171,5,0,0.1,102,0
301,183,26,0,22.3,96,0
302,92,3,0,2.8,90,0
303,201,1,0,11.2,92,0
304,84,7,0,23.0,109,0
305,507,0,0,0.1,103,0
306,1,2,0,0.1,100,0
307,218,1,0,3.6,94,0
308,187,5,0,2.1,86,0
309,97,0,2,4.8,108,0
310,351,8,0,0.1,41,1
311,243,19,1,4.0,88,0
312,411,0,0,0.1,82,0
313,43,2,0,0.1,106,0
314,255,2,7,15.8,67,1
315,211,5,0,8.3,106,0
316,336,0,0,5.0,94,0
317,1,0,0,10.7,98,0
318,208,3,2,7.5,87,0
319,181,1,0,16.8,99,0
320,122,0,0,9.0,77,0
321,112,0,0,9.9,90,0
322,288,2,0,0.1,100,0
323,162,10,0,5.3,91,0
324,1,2,0,7.9,98,0
325,465,1,0,0.1,89,0
326,99,12,0,9.5,92,0
327,347,0,4,10.0,107,0
328,434,6,0,15.7,107,0
329,1,37,1,0.1,91,1
330,177,0,0,15.4,85,0
331,179,0,7,5.4,108,0
332,404,3,0,0.1,99,0
333,162,1,1,0.1,91,0
334,176,8,0,4.7,98,0
335,112,5,0,10.9,112,0
336,177,3,0,7.6,94,0
337,6,31,0,0.1,102,1
338,509,12,0,5.6,97,0
339,249,2,0,0.1,88,0
340,88,0,0,2.0,113,0
341,2,2,1,15.4,89,0
342,144,2,0,11.3,93,0
343,174,4,0,10.0,59,1
344,88,1,0,3.3,88,0
345,299,5,0,7.6,95,0
346,194,16,2,0.1,73,0
347,1,23,0,0.1,111,1
348,307,0,0,13.6,90,0
349,62,1,0,6.2,103,0
350,313,4,2,12.0,98,0
351,257,3,0,21.8,96,0
352,69,2,0,2.2,99,0
353,229,0,0,22.7,120,0
354,179,4,1,7.7,70,0
355,298,19,0,5.1,94,0
356,67,4,0,18.2,113,0
357,297,0,2,0.1,97,0
358,2,49,0,11.2,75,1
359,292,0,0,16.0,90,0
360,10,1,2,11.3,70,0
361,324,10,0,24.7,98,0
362,271,0,2,14.1,81,0
363,223,3,0,12.4,93,0
364,222,1,2,0.1,97,0
365,264,0,0,8.5,103,0
366,87,3,0,13.6,84,0
367,204,1,1,8.7,99,0
368,133,11,0,22.8,93,0
369,21,2,0,10.9,84,0
370,262,3,0,12.6,100,0
371,6,15,0,6.2,98,0
372,344,2,0,0.1,98,0
373,105,1,0,0.1,93,0
374,407,0,0,0.1,79,0
375,183,1,2,0.3,95,0
376,280,7,10,9.8,80,0
377,326,16,1,15.2,68,0
378,266,6,0,0.5,109,0
379,310,7,1,11.3,86,0
380,78,2,0,7.0,71,0
381,128,3,0,4.6,81,0
382,194,27,0,0.1,100,0
383,166,1,0,3.6,87,0
384,394,4,0,1.9,110,0
385,96,0,2,17.7,96,0
386,1,2,0,1.7,94,0
387,201,7,0,4.7,108,0
388,87,6,0,7.4,96,0
389,117,3,0,3.2,94,0
390,1,1,0,21.4,90,0
391,138,0,0,0.3,67,0
392,88,0,2,3.1,79,0
393,365,0,0,0.1,93,0
394,172,13,0,0.6,90,0
395,72,1,0,6.8,91,0
396,116,1,2,0.1,82,0
397,1,2,0,0.1,89,0
398,145,1,0,15.9,86,0
399,309,0,0,0.1,101,0
400,1,4,0,0.1,108,0
401,205,1,0,0.1,74,0
402,35,8,2,0.1,93,0
403,398,17,1,26.3,91,0
404,1,3,0,12.4,95,0
405,279,5,0,17.9,73,0
406,357,0,0,13.0,95,0
407,245,1,0,17.2,85,0
408,286,6,0,4.5,81,0
409,480,9,0,0.1,103,0
410,120,5,0,1.9,91,0
411,160,1,0,4.2,87,0
412,31,17,0,1.4,95,0
413,110,4,0,1.1,97,0
414,130,0,0,7.7,101,0
415,100,1,9,5.2,90,0
416,52,0,0,0.1,89,0
417,188,9,0,2.9,94,0
418,218,8,0,2.3,85,0
419,329,18,0,0.1,80,0
420,9,6,0,12.2,93,0
421,307,6,0,0.1,100,0
422,154,3,0,9.3,103,0
423,359,14,1,8.2,91,0
424,195,0,0,5.5,78,0
425,414,4,0,1.5,80,0
426,200,0,1,24.6,96,0
427,42,5,0,7.8,82,0
428,173,6,0,2.9,93,0
429,44,0,0,26.6,103,0
430,1,4,0,1.0,85,0
431,280,1,0,0.1,87,0
432,279,4,7,15.9,72,1
433,1,20,0,4.3,94,1
434,259,7,1,5.2,90,0
435,384,5,0,0.1,102,0
436,285,0,2,18.4,87,0
437,153,0,0,1.4,102,0
438,95,4,0,2.3,101,0
439,285,2,0,14.3,93,0
440,28,0,0,9.8,92,0
441,254,4,0,5.2,74,0
442,37,4,0,12.0,47,1
443,272,0,0,10.9,92,0
444,118,6,0,0.5,103,0
445,110,4,0,0.1,89,0
446,6,34,2,8.6,94,1
447,250,2,0,21.4,86,0
448,298,0,0,0.1,104,0
449,370,0,0,3.0,95,0
450,169,11,7,0.1,85,0
451,236,3,0,0.4,106,0
452,141,0,0,0.1,111,0
453,131,3,0,11.8,92,0
454,132,1,1,17.7,91,0
455,429,3,2,0.1,83,0
456,172,4,0,23.6,110,0
457,15,3,0,3.7,100,0
458,396,5,1,5.9,89,0
459,154,6,0,9.0,94,0
460,298,2,3,0.1,91,0
461,185,0,0,0.1,93,0
462,228,2,0,0.1,97,0
463,13,12,0,15.0,99,0
464,1,11,0,6.6,95,0
465,1,5,0,1.5,87,0
466,65,0,0,12.0,111,0
467,345,2,0,0.1,108,0
468,291,1,0,15.0,103,0
469,125,1,0,14.0,90,0
470,296,25,0,4.7,104,0
471,112,5,0,14.0,102,0
472,227,8,0,0.1,83,0
473,279,3,0,0.1,53,1
474,433,4,0,14.3,86,0
475,274,1,5,13.0,99,1
476,24,2,0,17.1,90,0
477,167,0,0,0.1,101,0
478,201,1,0,27.5,103,0
479,138,7,0,0.1,89,0
480,85,7,0,14.1,88,0
481,273,3,0,0.1,107,0
482,260,0,0,10.3,99,0
483,154,0,1,0.1,104,0
484,295,2,0,15.1,114,0
485,1,8,1,17.8,86,0
486,95,0,0,0.1,86,0
487,107,10,0,5.7,96,0
488,196,9,1,13.6,114,0
489,286,0,1,0.1,97,0
490,8,1,10,0.1,105,0
491,193,9,0,0.1,94,0
492,384,0,0,6.0,96,0
493,325,1,2,6.4,103,0
494,323,7,0,4.1,109,0
495,1,1,0,13.3,86,0
496,335,7,0,0.1,100,0
497,206,3,0,13.9,96,0
498,177,0,0,11.2,97,0
499,294,3,0,7.9,112,0
500,105,2,0,8.2,47,1
501,62,0,5,0.4,99,0
502,172,2,0,6.4,96,0
503,312,3,0,1.1,98,0
504,484,2,4,2.8,97,0
505,100,12,2,24.6,107,0
506,147,5,0,0.1,58,1
507,213,20,0,8.0,106,0
508,1,26,0,0.4,105,1
509,147,0,1,11.2,100,0
510,365,0,0,2.6,91,0
511,337,3,0,0.2,41,1
512,198,16,2,11.6,110,0
513,19,2,1,14.0,83,0
514,293,15,0,5.5,93,0
515,87,1,0,2.5,87,0
516,105,0,0,9.9,88,0
517,286,0,0,13.7,90,0
518,225,0,0,0.1,95,0
519,1,1,0,4.6,93,0
520,140,2,0,2.2,103,0
521,264,17,0,3.4,87,0
522,59,1,0,7.3,84,0
523,78,8,2,0.2,77,0
524,78,0,0,4.4,102,0
525,162,1,2,14.6,98,0
526,130,1,0,8.0,104,0
527,305,5,1,2.5,103,0
528,324,1,0,3.0,91,0
529,354,1,2,8.1,111,0
530,399,3,0,12.1,87,0
531,1,1,0,2.3,95,0
532,194,5,0,0.1,91,0
533,183,6,0,0.1,102,0
534,409,1,0,8.7,88,0
535,77,3,0,0.1,87,0
536,161,0,0,0.1,98,0
537,74,13,3,6.4,102,0
538,4,15,0,8.1,83,0
539,170,5,0,4.1,88,0
540,159,1,0,18.5,92,0
541,269,0,0,5.1,97,0
542,295,11,0,5.7,82,0
543,79,0,1,6.8,92,0
544,244,0,0,19.5,99,0
545,84,0,0,1.6,109,0
546,176,4,0,10.1,100,0
547,228,2,0,0.1,109,0
548,372,2,0,7.9,100,0
549,169,9,0,0.1,92,0
550,269,0,0,6.6,96,0
551,194,4,0,0.2,82,0
552,182,1,0,3.1,94,0
553,347,2,0,17.8,88,0
554,57,1,0,22.7,104,0
555,1,6,0,6.9,86,0
556,238,6,0,12.2,98,0
557,232,3,0,5.1,90,0
558,126,2,0,0.4,103,0
559,233,2,0,2.8,86,0
560,219,19,0,6.8,84,0
561,60,5,0,0.1,85,0
562,219,16,0,12.8,94,0
563,221,27,0,21.5,104,0
564,254,1,0,5.7,103,0
565,103,1,0,3.6,89,0
566,1,4,8,8.4,96,0
567,52,8,0,18.0,93,0
568,169,1,0,1.6,93,0
569,187,1,0,8.5,96,0
570,277,0,0,13.7,98,0
571,1,0,0,5.8,99,0
572,336,1,0,0.1,115,0
573,120,1,0,0.1,108,0
574,167,2,0,8.2,88,0
575,191,0,2,0.1,53,1
576,125,0,0,8.8,106,0
577,1,4,10,7.4,58,1
578,266,3,0,13.9,95,0
579,285,0,0,0.1,74,0
580,404,1,0,9.7,105,0
581,202,3,0,5.3,89,0
582,271,1,0,10.3,82,0
583,350,45,0,0.1,105,0
584,327,4,0,0.1,101,0
585,117,0,0,16.1,96,0
586,242,9,0,17.5,85,0
587,115,3,0,4.1,96,0
588,203,14,0,5.6,76,0
589,174,0,6,1.4,84,0
590,75,0,0,16.3,109,0
591,134,2,0,1.9,117,0
592,126,1,0,7.4,100,0
593,25,8,0,10.1,80,0
594,39,2,0,0.1,91,0
595,236,8,0,6.9,97,0
596,176,5,0,0.1,102,0
597,163,10,2,10.7,79,0
598,237,6,0,11.5,102,0
599,249,0,0,15.6,109,0
600,62,0,0,0.1,104,0
601,216,1,0,0.1,81,0
602,109,8,0,0.1,99,0
603,21,0,0,9.7,75,0
604,240,0,0,0.1,88,0
605,322,3,0,11.2,100,0
606,200,0,0,9.5,87,0
607,298,4,0,8.5,96,0
608,107,3,0,3.7,104,0
609,295,1,0,9.5,82,0
610,155,3,0,0.1,73,0
611,74,1,0,0.1,104,0
612,176,3,0,1.0,95,0
613,94,11,0,0.1,87,0
614,97,32,0,8.0,102,0
615,129,0,0,14.9,93,0
616,160,1,0,18.4,86,0
617,12,3,0,7.3,94,0
618,1,5,0,9.2,109,0
619,265,1,8,1.2,102,0
620,49,3,0,4.1,46,1
621,59,2,0,10.8,108,0
622,316,9,0,0.1,96,0
623,352,5,1,0.1,104,0
624,207,0,0,15.4,78,0
625,222,5,6,3.6,96,0
626,257,3,0,5.3,100,0
627,328,3,0,3.3,99,0
628,32,1,0,7.8,95,0
629,292,1,2,8.5,87,0
630,384,4,2,2.8,93,0
631,162,4,0,2.6,108,0
632,380,1,2,10.0,74,0
633,313,2,0,7.7,98,0
634,220,6,0,8.6,83,0
635,36,14,0,11.8,80,0
636,66,6,0,4.3,91,0
637,56,2,1,1.8,83,0
638,270,3,0,4.3,92,0
639,281,6,0,14.1,91,0
640,340,0,0,9.3,80,0
641,355,18,0,1.1,106,0
642,1,9,0,0.1,84,0
643,173,3,0,8.0,88,0
644,212,0,2,8.5,90,0
645,148,0,0,2.2,99,0
646,176,2,0,0.1,88,0
647,28,1,0,5.4,99,0
648,107,2,0,16.3,93,0
649,284,0,2,12.0,113,0
650,298,2,1,2.0,83,0
651,1,0,2,0.1,112,0
652,127,0,0,4.5,82,0
653,107,18,0,6.8,105,0
654,250,1,0,6.8,93,0
655,253,2,0,15.5,77,0
656,200,1,0,10.2,92,0
657,385,2,0,5.4,86,0
658,322,0,0,1.8,110,0
659,65,2,1,4.4,97,0
660,67,3,0,0.1,93,0
661,45,1,0,0.1,80,0
662,223,4,0,0.1,66,0
663,195,2,0,6.1,93,0
664,5,49,1,4.9,90,1
665,300,3,1,14.5,72,0
666,238,10,0,17.3,85,0
667,204,1,0,8.7,94,0
668,308,10,0,1.5,95,0
669,214,5,0,17.3,94,0
670,310,0,2,4.7,110,0
671,51,2,1,1.6,119,0
672,186,2,2,2.6,102,0
673,353,7,2,5.8,96,0
674,210,0,2,0.1,96,0
675,4,47,0,8.0,76,1
676,131,21,2,0.1,108,0
677,221,11,0,17.3,95,0
678,226,2,2,6.5,69,0
679,5,0,1,0.1,104,0
680,267,0,0,14.6,68,0
681,32,0,0,25.5,87,0
682,120,0,0,0.1,91,0
683,233,3,0,6.9,101,0
684,183,4,0,10.9,78,0
685,226,2,0,17.0,60,0
686,307,3,0,11.9,95,0
687,127,5,0,5.3,90,0
688,98,6,2,1.3,95,0
689,287,1,2,8.5,53,1
690,1,6,0,16.1,85,0
691,143,1,0,10.7,93,0
692,1,0,0,9.5,91,0
693,65,5,1,8.2,107,0
694,211,0,0,6.4,87,0
695,298,9,0,17.9,84,0
696,256,0,0,14.4,95,0
697,181,10,1,14.5,120,0
698,281,2,0,10.5,80,0
699,130,4,0,6.1,97,0
700,4,29,0,14.7,96,1
701,266,1,0,0.2,114,0
702,289,0,0,15.4,90,0
703,191,5,2,2.8,102,0
704,253,1,0,17.5,101,0
705,267,2,0,5.3,99,0
706,372,1,0,5.5,98,0
707,33,4,0,6.8,81,0
708,31,6,0,12.9,88,0
709,259,0,0,2.1,103,0
710,77,1,0,11.0,101,0
711,118,8,2,0.8,87,0
712,324,3,2,0.1,98,0
713,106,1,1,19.2,89,0
714,199,4,1,8.1,99,0
715,64,0,0,2.1,101,0
716,284,3,0,18.4,87,0
717,242,3,0,4.0,115,0
718,1,20,0,3.6,72,1
719,1,45,2,11.9,88,1
720,325,2,0,7.1,98,0
721,46,2,0,0.1,108,0
722,241,5,0,13.3,95,0
723,34,8,0,9.4,103,0
724,345,5,1,10.2,101,0
725,72,3,0,4.9,94,0
726,253,3,0,9.3,87,0
727,224,2,0,0.1,99,0
728,263,4,0,4.8,101,0
729,162,2,0,4.5,84,0
730,195,4,2,0.1,93,0
731,201,8,0,8.4,75,0
732,308,1,1,6.5,88,0
733,182,7,0,0.1,93,0
734,130,6,10,3.3,112,0
735,242,2,0,3.7,85,0
736,1,4,2,2.9,95,0
737,301,1,2,1.8,89,0
738,366,0,0,4.1,101,0
739,1,0,0,12.2,109,0
740,216,2,0,5.6,96,0
741,296,0,0,13.6,94,0
742,83,1,0,0.1,87,0
743,266,5,0,0.1,111,0
744,185,10,0,4.4,88,0
745,357,2,0,15.5,90,0
746,303,2,0,5.4,90,0
747,80,4,0,11.9,105,0
748,168,9,2,18.6,120,0
749,281,0,0,11.3,113,0
750,343,0,0,0.1,77,0
751,281,4,0,0.1,88,0
752,84,3,0,3.5,111,0
753,179,0,0,15.4,83,0
754,1,4,0,8.6,97,0
755,203,4,0,0.1,102,0
756,63,0,2,0.1,101,0
757,252,6,0,7.1,91,0
758,290,3,0,0.1,92,0
759,202,3,0,8.3,94,0
760,221,0,1,7.1,81,0
761,1,0,0,16.8,108,0
762,273,0,0,17.4,98,0
763,55,40,0,5.2,78,0
764,83,4,0,6.7,85,0
765,96,7,1,12.5,120,0
766,297,1,0,8.0,91,0
767,376,0,0,11.9,98,0
768,59,0,0,0.1,99,0
769,365,3,2,7.5,83,0
770,13,9,0,11.0,97,0
771,192,7,1,19.2,99,0
772,102,0,0,6.3,60,0
773,210,18,1,0.1,100,0
774,250,4,2,6.5,91,0
775,140,12,0,12.2,79,0
776,318,1,0,14.6,105,0
777,203,0,0,0.1,103,0
778,9,5,0,10.3,99,0
779,1,3,0,14.7,87,0
780,194,6,0,1.4,101,0
781,206,6,1,4.8,84,0
782,293,9,0,6.7,65,0
783,446,1,0,1.5,98,0
784,125,1,0,7.6,87,0
785,205,10,0,0.1,99,0
786,221,0,0,0.1,92,0
787,192,2,0,0.1,90,0
788,327,1,0,3.5,90,0
789,1,8,0,16.1,91,0
790,266,1,0,11.3,43,1
791,331,1,0,7.5,96,0
792,149,3,1,9.8,93,0
793,1,4,0,13.1,106,0
794,20,2,1,12.5,94,0
795,72,1,0,10.0,84,0
796,313,0,0,1.7,80,0
797,129,0,0,0.1,120,0
798,1,13,0,11.9,97,0
799,141,13,0,13.6,71,0
800,173,0,0,8.5,58,1
801,348,5,0,17.7,82,0
802,47,1,0,19.6,94,0
803,285,0,0,0.1,53,1
804,367,21,0,0.1,107,0
805,1,0,1,6.7,94,0
806,1,4,1,0.1,92,0
807,361,8,3,12.4,74,0
808,21,0,2,0.1,102,0
809,497,12,0,6.8,107,0
810,138,0,0,8.9,96,0
811,91,13,0,11.5,104,0
812,358,5,0,0.1,95,0
813,112,4,0,17.3,103,0
814,89,2,1,0.1,59,1
815,107,4,0,13.5,86,0
816,164,9,0,18.0,110,0
817,80,14,0,5.0,79,0
818,222,1,0,19.1,96,0
819,232,36,0,0.1,88,0
820,32,13,0,11.3,110,0
821,219,0,0,3.3,87,0
822,1,3,0,13.5,93,0
823,135,0,3,0.1,92,0
824,106,40,0,0.1,82,0
825,137,0,0,14.5,106,0
826,149,3,0,7.3,52,1
827,50,7,0,0.1,92,0
828,314,3,0,9.8,84,0
829,56,0,0,4.5,71,0
830,189,4,6,4.7,83,0
831,20,10,0,5.5,106,0
832,51,2,0,0.2,103,0
833,222,0,0,10.6,77,0
834,190,2,0,13.5,94,0
835,147,2,0,1.6,96,0
836,332,20,0,7.3,82,0
837,327,0,2,0.1,95,0
838,1,3,0,0.1,90,0
839,239,5,0,9.7,98,0
840,129,6,0,19.5,51,1
841,249,0,0,0.1,89,0
842,114,3,0,0.1,104,0
843,318,11,0,3.1,91,0
844,175,2,0,4.3,96,0
845,271,15,2,14.5,106,0
846,57,5,0,14.0,75,0
847,253,8,0,12.5,84,0
848,361,5,0,0.1,92,0
849,285,0,0,0.1,93,0
850,160,3,2,2.5,65,0
851,287,1,3,8.8,94,0
852,174,1,0,1.8,72,0
853,229,4,0,1.2,83,0
854,316,2,0,1.7,96,0
855,135,0,0,7.8,84,0
856,268,8,0,18.2,94,0
857,165,2,0,0.1,82,0
858,167,2,4,13.2,91,1
859,81,3,4,1.1,91,0
860,289,0,0,0.1,106,0
861,164,0,0,11.0,46,1
862,192,1,1,6.7,83,0
863,55,1,0,8.7,96,0
864,299,12,0,0.1,79,0
865,1,3,0,0.1,85,0
866,73,3,0,9.2,91,0
867,190,1,2,7.4,86,0
868,157,2,0,6.7,96,0
869,141,3,0,8.4,108,0
870,423,0,0,4.5,86,0
